D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_317.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_317.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_317.jpg, -0.2824074, 1, 0, 15.94212
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_421.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_421.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_421.jpg, 0, 1, 0, 16.95103
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_525.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_525.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_525.jpg, 0, 1, 0, 18.21026
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_628.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_628.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_628.jpg, 0, 1, 0, 19.25059
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_730.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_730.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_730.jpg, -0.1215864, 1, 0, 20.26305
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_832.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_832.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_832.jpg, -0.4277082, 1, 0, 21.17128
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_40_933.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_40_933.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_40_933.jpg, -0.728928, 1, 0, 21.94036
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_032.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_032.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_032.jpg, -0.8429262, 1, 0, 22.60676
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_139.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_139.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_139.jpg, -0.5415882, 1, 0, 23.56389
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_238.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_238.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_238.jpg, -0.2381252, 1, 0, 24.58792
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_340.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_340.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_340.jpg, 0.0498729, 1, 0, 25.5198
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_442.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_442.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_442.jpg, 0.3413436, 1, 0, 26.33279
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_544.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_544.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_544.jpg, 0.1021362, 1, 0, 27.22363
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_647.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_647.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_647.jpg, 0, 1, 0, 28.33464
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_751.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_751.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_751.jpg, -0.032661, 1, 0, 29.25631
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_855.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_855.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_855.jpg, -0.1168224, 1, 0, 30.13475
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_41_958.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_41_958.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_41_958.jpg, 0, 1, 0, 30.19007
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_059.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_059.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_059.jpg, 0, 1, 0, 30.19027
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_161.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_161.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_161.jpg, 0, 1, 0, 30.19031
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_264.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_264.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_264.jpg, 0, 1, 0, 30.18982
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_365.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_365.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_365.jpg, 0, 1, 0, 30.18999
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_469.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_469.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_469.jpg, 0, 1, 0, 30.18917
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_570.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_570.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_570.jpg, -0.0181383, 1, 0, 30.19034
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_674.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_674.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_674.jpg, 0, 1, 0, 30.18998
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_777.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_777.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_777.jpg, 0, 1, 0, 30.19077
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_879.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_879.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_879.jpg, 0, 1, 0, 30.19029
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_42_980.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_42_980.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_42_980.jpg, 0, 1, 0, 30.19027
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_082.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_082.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_082.jpg, -0.2437389, 1, 0, 30.17484
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_185.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_185.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_185.jpg, 0, 1, 0, 30.18981
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_285.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_285.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_285.jpg, 0, 1, 0, 30.19007
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_390.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_390.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_390.jpg, -0.2441034, 1, 0, 30.17636
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_496.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_496.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_496.jpg, -0.02664029, 1, 0, 30.1907
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_599.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_599.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_599.jpg, 0, 1, 0, 30.19047
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_700.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_700.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_700.jpg, 0, 1, 0, 30.1905
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_803.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_803.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_803.jpg, 0, 1, 0, 30.19037
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_43_903.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_43_903.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_43_903.jpg, 0, 1, 0, 30.19036
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_006.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_006.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_006.jpg, -0.0673869, 1, 0, 30.18921
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_107.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_107.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_107.jpg, -0.3716856, 1, 0, 30.15866
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_212.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_212.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_212.jpg, -0.1920447, 1, 0, 30.19074
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_314.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_314.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_314.jpg, 0, 1, 0, 30.18859
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_416.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_416.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_416.jpg, 0, 1, 0, 30.19005
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_521.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_521.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_521.jpg, 0, 1, 0, 30.19122
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_624.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_624.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_624.jpg, 0, 1, 0, 30.1904
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_724.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_724.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_724.jpg, 0, 1, 0, 30.19028
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_826.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_826.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_826.jpg, 0, 1, 0, 30.19031
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_44_927.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_44_927.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_44_927.jpg, 0, 1, 0, 30.19031
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_029.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_029.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_029.jpg, -0.3047691, 1, 0, 30.16691
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_133.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_133.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_133.jpg, -0.01061996, 1, 0, 30.18973
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_235.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_235.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_235.jpg, 0, 1, 0, 30.19149
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_337.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_337.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_337.jpg, 0, 1, 0, 30.19045
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_439.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_439.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_439.jpg, -0.305349, 1, 0, 30.16701
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_541.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_541.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_541.jpg, -0.0005244091, 1, 0, 30.18968
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_646.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_646.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_646.jpg, 0, 1, 0, 30.19017
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_748.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_748.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_748.jpg, -0.0383853, 1, 0, 30.19011
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_849.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_849.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_849.jpg, -0.2674611, 1, 0, 30.17349
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_45_952.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_45_952.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_45_952.jpg, 0, 1, 0, 30.18921
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_055.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_055.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_055.jpg, 0, 1, 0, 30.18989
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_156.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_156.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_156.jpg, 0, 1, 0, 30.19002
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_259.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_259.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_259.jpg, -0.1508235, 1, 0, 30.18495
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_360.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_360.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_360.jpg, 0, 1, 0, 30.1901
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_466.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_466.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_466.jpg, -0.019572, 1, 0, 30.19081
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_570.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_570.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_570.jpg, -0.2189949, 1, 0, 30.17893
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_674.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_674.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_674.jpg, 0, 1, 0, 30.18935
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_778.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_778.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_778.jpg, -0.0911433, 1, 0, 30.18935
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_881.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_881.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_881.jpg, -0.0774165, 1, 0, 30.19067
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_46_981.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_46_981.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_46_981.jpg, 0, 1, 0, 30.18998
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_082.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_082.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_082.jpg, 0, 1, 0, 30.19008
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_183.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_183.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_183.jpg, 0, 1, 0, 30.18994
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_285.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_285.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_285.jpg, 0, 1, 0, 30.19058
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_389.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_389.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_389.jpg, 0, 1, 0, 30.18983
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_494.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_494.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_494.jpg, 0, 1, 0, 30.19079
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_600.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_600.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_600.jpg, -0.1836729, 1, 0, 30.18099
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_700.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_700.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_700.jpg, -0.2276295, 1, 0, 30.18513
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_801.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_801.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_801.jpg, 0, 1, 0, 30.18858
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_47_905.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_47_905.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_47_905.jpg, -0.2712885, 1, 0, 30.17702
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_007.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_007.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_007.jpg, 0, 1, 0, 30.18868
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_110.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_110.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_110.jpg, 0, 1, 0, 30.1899
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_216.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_216.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_216.jpg, 0, 1, 0, 30.19003
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_316.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_316.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_316.jpg, 0.1798692, 1, 0, 30.1815
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_420.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_420.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_420.jpg, 0.236082, 1, 0, 30.18402
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_521.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_521.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_521.jpg, 0, 1, 0, 30.18864
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_626.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_626.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_626.jpg, -0.2515008, 1, 0, 30.16894
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_730.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_730.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_730.jpg, -0.1778578, 1, 0, 30.18782
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_836.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_836.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_836.jpg, 0, 1, 0, 30.18937
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_48_936.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_48_936.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_48_936.jpg, -0.1024827, 1, 0, 30.18923
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_49_040.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_49_040.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_49_040.jpg, -0.08396366, 1, 0, 30.19058
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_49_147.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_49_147.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_49_147.jpg, 0, 1, 0, 30.19003
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_49_251.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_49_251.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_49_251.jpg, 0, 1, 0, 30.19018
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_49_353.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_49_353.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_49_353.jpg, 0, 1, 0, 30.19068
D:\capstone\simulator\data\IMG\center_2024_03_29_19_47_49_460.jpg, D:\capstone\simulator\data\IMG\left_2024_03_29_19_47_49_460.jpg, D:\capstone\simulator\data\IMG\right_2024_03_29_19_47_49_460.jpg, 0, 0.9753355, 0, 30.19049
